fund_code,fund_code_6,基金全称,基金简称,基金代码,基金类型,发行日期,成立日期/规模,净资产规模,份额规模,基金管理人,基金托管人,基金经理人,成立来分红,管理费率,托管费率,销售服务费率,最高认购费率,业绩比较基准,跟踪标的,成立日期,fund_type,inception_date,latest_scale,benchmark,management_company,custodian,subscription_status,redemption_status,management_fee,custodian_fee,sales_service_fee,investment_style,investment_target,risk_level,最高申购费率,最高赎回费率,latest_scale_yi,inception_date_fixed,fund_type_fixed
1475,1475,易方达国防军工混合型证券投资基金,易方达国防军工混合A,001475（前端）基金类型混合型-偏股,混合型-偏股,2015年06月17日,2015年06月19日 / 97.703亿份,67.12亿元（截止至：2026年06月30日）份额规模28.2758亿份（截止至：2026年06月30日）,28.2758亿份（截止至：2026年06月30日）,易方达基金,建设银行,何崇恺,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）,中证军工指数收益率*90%+中债-总全价(总值)指数收益率*10%,该基金无跟踪标的,2015-06-19,混合型-偏股,2015-06-19,,中证军工指数收益率*90%+中债-总全价(总值)指数收益率*10%,易方达基金,建设银行,,,1.20%（每年）,0.20%（每年）,0.00%（每年）,,,,,,97.703,2015-06-19,混合型-偏股
1480,1480,财通成长优选混合型证券投资基金,财通成长优选混合A,001480（前端）基金类型混合型-灵活,混合型-灵活,2015年06月11日,2015年06月29日 / 26.053亿份,63.08亿元（截止至：2026年06月30日）份额规模6.3491亿份（截止至：2026年06月30日）,6.3491亿份（截止至：2026年06月30日）,财通基金,工商银行,金梓才,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）,沪深300指数收益率*55%+上证国债指数收益率*45%,该基金无跟踪标的,2015-06-29,混合型-灵活,2015-06-29,,沪深300指数收益率*55%+上证国债指数收益率*45%,财通基金,工商银行,,,1.20%（每年）,0.20%（每年）,0.00%（每年）,,,,,,26.053,2015-06-29,混合型-灵活
1513,1513,易方达信息产业混合型证券投资基金,易方达信息产业混合A,001513（前端）基金类型混合型-偏股,混合型-偏股,2016年09月01日,2016年09月27日 / 4.063亿份,130.24亿元（截止至：2026年06月30日）份额规模11.8531亿份（截止至：2026年06月30日）,11.8531亿份（截止至：2026年06月30日）,易方达基金,建设银行,郑希,每份累计0.12元（1次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）天天基金优惠费率：0.12%（前端）,中证TMT产业主题指数收益率*85%+中债-总全价(总值)指数收益率*15%,该基金无跟踪标的,2016-09-27,混合型-偏股,2016-09-27,,中证TMT产业主题指数收益率*85%+中债-总全价(总值)指数收益率*15%,易方达基金,建设银行,,,1.20%（每年）,0.20%（每年）,0.00%（每年）,,,,,,4.063,2016-09-27,混合型-偏股
1664,1664,平安鑫安混合型证券投资基金,平安鑫安混合A,001664（前端）基金类型混合型-灵活,混合型-灵活,2015年11月11日,2015年12月11日 / 3.946亿份,2.94亿元（截止至：2026年06月30日）份额规模0.8946亿份（截止至：2026年06月30日）,0.8946亿份（截止至：2026年06月30日）,平安基金,中国银行,林清源,每份累计0.00元（0次）,0.60%（每年）,0.10%（每年）,0.00%（每年）,1.00%（前端）,中证800指数收益率*80%+中债-综合财富(1-3年)指数收益率*20%,该基金无跟踪标的,2015-12-11,混合型-灵活,2015-12-11,,中证800指数收益率*80%+中债-综合财富(1-3年)指数收益率*20%,平安基金,中国银行,,,0.60%（每年）,0.10%（每年）,0.00%（每年）,,,,,,3.946,2015-12-11,混合型-灵活
1665,1665,平安鑫安混合型证券投资基金,平安鑫安混合C,001665（前端）基金类型混合型-灵活,混合型-灵活,2015年11月11日,2015年12月11日 / 3.946亿份,19.53亿元（截止至：2026年06月30日）份额规模6.2101亿份（截止至：2026年06月30日）,6.2101亿份（截止至：2026年06月30日）,平安基金,中国银行,林清源,每份累计0.00元（0次）,0.60%（每年）,0.10%（每年）,0.40%（每年）,0.00%（前端）,中证800指数收益率*80%+中债-综合财富(1-3年)指数收益率*20%,该基金无跟踪标的,2015-12-11,混合型-灵活,2015-12-11,,中证800指数收益率*80%+中债-综合财富(1-3年)指数收益率*20%,平安基金,中国银行,,,0.60%（每年）,0.10%（每年）,0.40%（每年）,,,,0.00%（前端）,1.50%（前端）,3.946,2015-12-11,混合型-灵活
1702,1702,东方创新科技混合型证券投资基金,东方创新科技混合,001702（前端）基金类型混合型-灵活,混合型-灵活,2015年08月06日,2015年09月08日 / 2.232亿份,9.83亿元（截止至：2026年06月30日）份额规模1.8626亿份（截止至：2026年06月30日）,1.8626亿份（截止至：2026年06月30日）,东方基金,建设银行,严凯,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,---（每年）,1.20%（前端）,中证科技100指数收益率*85%+中债-总全价(总值)指数收益率*15%,该基金无跟踪标的,2015-09-08,混合型-灵活,2015-09-08,,中证科技100指数收益率*85%+中债-总全价(总值)指数收益率*15%,东方基金,建设银行,,,1.20%（每年）,0.20%（每年）,---（每年）,,,,,,2.232,2015-09-08,混合型-灵活
1715,1715,工银瑞信新焦点灵活配置混合型证券投资基金,工银新焦点混合A,001715（前端）基金类型混合型-灵活,混合型-灵活,2016年08月31日,2016年10月10日 / 6.464亿份,1.29亿元（截止至：2026年06月30日）份额规模0.2647亿份（截止至：2026年06月30日）,0.2647亿份（截止至：2026年06月30日）,工银瑞信基金,招商银行,董明斌,每份累计0.00元（0次）,1.00%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）,45%×一年期人民币定期存款基准利率(税后)+40%×中证800指数收益率+15%×恒生指数收益率(经汇率调整),该基金无跟踪标的,2016-10-10,混合型-灵活,2016-10-10,,45%×一年期人民币定期存款基准利率(税后)+40%×中证800指数收益率+15%×恒生指数收益率(经汇率调整),工银瑞信基金,招商银行,,,1.00%（每年）,0.20%（每年）,0.00%（每年）,,,,,,6.464,2016-10-10,混合型-灵活
1723,1723,华商新动力混合型证券投资基金,华商新动力混合A,001723（前端）基金类型混合型-偏股,混合型-偏股,2015年08月19日,2015年09月17日 / 2.603亿份,2.32亿元（截止至：2026年06月30日）份额规模1.0294亿份（截止至：2026年06月30日）,1.0294亿份（截止至：2026年06月30日）,华商基金,工商银行,刘力,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）,中国战略新兴产业成份指数收益率*70%+上证国债指数收益率*30%,该基金无跟踪标的,2015-09-17,混合型-偏股,2015-09-17,,中国战略新兴产业成份指数收益率*70%+上证国债指数收益率*30%,华商基金,工商银行,,,1.20%（每年）,0.20%（每年）,0.00%（每年）,,,,,,2.603,2015-09-17,混合型-偏股
1753,1753,红土创新新兴产业灵活配置混合型证券投资基金,红土创新新兴产业混合A,001753（前端）基金类型混合型-灵活,混合型-灵活,2015年08月13日,2015年09月23日 / 2.450亿份,57.47亿元（截止至：2026年06月30日）份额规模9.3682亿份（截止至：2026年06月30日）,9.3682亿份（截止至：2026年06月30日）,红土创新基金,建设银行,廖星昊,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）,沪深300指数收益率*60%+中证全债指数收益率*40%,该基金无跟踪标的,2015-09-23,混合型-灵活,2015-09-23,,沪深300指数收益率*60%+中证全债指数收益率*40%,红土创新基金,建设银行,,,1.20%（每年）,0.20%（每年）,0.00%（每年）,,,,,,2.45,2015-09-23,混合型-灵活
1759,1759,嘉实成长增强灵活配置混合型证券投资基金,嘉实成长增强混合,001759（前端）基金类型混合型-灵活,混合型-灵活,2016年10月10日,2016年11月10日 / 27.183亿份,7.12亿元（截止至：2026年06月30日）份额规模1.6737亿份（截止至：2026年06月30日）,1.6737亿份（截止至：2026年06月30日）,嘉实基金,中国银行,陈涛,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,---（每年）,1.20%（前端）天天基金优惠费率：0.12%（前端）,中证800指数收益率*85%+中债-总财富(总值)指数收益率*15%,该基金无跟踪标的,2016-11-10,混合型-灵活,2016-11-10,,中证800指数收益率*85%+中债-总财富(总值)指数收益率*15%,嘉实基金,中国银行,,,1.20%（每年）,0.20%（每年）,---（每年）,,,,,,27.183,2016-11-10,混合型-灵活
1811,1811,中欧明睿新常态混合型证券投资基金,中欧明睿新常态混合A,001811（前端）基金类型混合型-偏股,混合型-偏股,2016年01月14日,2016年03月03日 / 2.797亿份,48.61亿元（截止至：2026年06月30日）份额规模9.8379亿份（截止至：2026年06月30日）,9.8379亿份（截止至：2026年06月30日）,中欧基金,建设银行,刘伟伟,每份累计0.25元（4次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）,沪深300指数收益率*60%+中证港股通综合指数(人民币)收益率*20%+中债综合指数收益率*20%,该基金无跟踪标的,2016-03-03,混合型-偏股,2016-03-03,,沪深300指数收益率*60%+中证港股通综合指数(人民币)收益率*20%+中债综合指数收益率*20%,中欧基金,建设银行,,,1.20%（每年）,0.20%（每年）,0.00%（每年）,,,,,,2.797,2016-03-03,混合型-偏股
1856,1856,易方达环保主题灵活配置混合型证券投资基金,易方达环保主题混合A,001856（前端）基金类型混合型-灵活,混合型-灵活,2017年05月02日,2017年06月02日 / 2.960亿份,85.97亿元（截止至：2026年06月30日）份额规模9.0428亿份（截止至：2026年06月30日）,9.0428亿份（截止至：2026年06月30日）,易方达基金,建设银行,祁禾,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）天天基金优惠费率：0.12%（前端）,中证环保产业指数收益率*85%+中债-总全价(总值)指数收益率*15%,该基金无跟踪标的,2017-06-02,混合型-灵活,2017-06-02,,中证环保产业指数收益率*85%+中债-总全价(总值)指数收益率*15%,易方达基金,建设银行,,,1.20%（每年）,0.20%（每年）,0.00%（每年）,,,,,,2.96,2017-06-02,混合型-灵活
1881,1881,中欧新趋势混合型证券投资基金(LOF),中欧新趋势混合E,001881（前端）基金类型混合型-偏股,混合型-偏股,2007年01月04日,2015年10月08日 / --,4.01亿元（截止至：2026年06月30日）份额规模2.1918亿份（截止至：2026年06月30日）,2.1918亿份（截止至：2026年06月30日）,中欧基金,兴业银行,周蔚文,每份累计1.42元（8次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,---（前端）,富时中国A600指数*80%+富时中国国债全价指数*20%,该基金无跟踪标的,2015-10-08,混合型-偏股,2015-10-08,,富时中国A600指数*80%+富时中国国债全价指数*20%,中欧基金,兴业银行,,,1.20%（每年）,0.20%（每年）,0.00%（每年）,,,,,,4.01,2015-10-08,混合型-偏股
1985,1985,富国低碳新经济混合型证券投资基金,富国低碳新经济混合A,001985（前端）基金类型混合型-偏股,混合型-偏股,2015年11月19日,2015年12月18日 / 10.773亿份,15.58亿元（截止至：2026年06月30日）份额规模2.8866亿份（截止至：2026年06月30日）,2.8866亿份（截止至：2026年06月30日）,富国基金,建设银行,杨栋,每份累计0.28元（1次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）,中证800指数收益率×60%+中债综合全价指数收益率×40%,该基金无跟踪标的,2015-12-18,混合型-偏股,2015-12-18,,中证800指数收益率×60%+中债综合全价指数收益率×40%,富国基金,建设银行,,,1.20%（每年）,0.20%（每年）,0.00%（每年）,,,,,,10.773,2015-12-18,混合型-偏股
1998,1998,工银瑞信新焦点灵活配置混合型证券投资基金,工银新焦点混合C,001998（前端）基金类型混合型-灵活,混合型-灵活,2016年08月31日,2016年10月10日 / 6.464亿份,0.45亿元（截止至：2026年06月30日）份额规模0.0985亿份（截止至：2026年06月30日）,0.0985亿份（截止至：2026年06月30日）,工银瑞信基金,招商银行,董明斌,每份累计0.00元（0次）,1.00%（每年）,0.20%（每年）,0.60%（每年）,0.00%（前端）,45%×一年期人民币定期存款基准利率(税后)+40%×中证800指数收益率+15%×恒生指数收益率(经汇率调整),该基金无跟踪标的,2016-10-10,混合型-灵活,2016-10-10,,45%×一年期人民币定期存款基准利率(税后)+40%×中证800指数收益率+15%×恒生指数收益率(经汇率调整),工银瑞信基金,招商银行,,,1.00%（每年）,0.20%（每年）,0.60%（每年）,,,,0.00%（前端）,1.50%（前端）,6.464,2016-10-10,混合型-灵活
2051,2051,诺安创新驱动灵活配置混合型证券投资基金,诺安创新驱动混合C,002051（前端）基金类型混合型-灵活,混合型-灵活,2015年06月04日,2015年11月18日 / --,5.65亿元（截止至：2026年06月30日）份额规模1.7954亿份（截止至：2026年06月30日）,1.7954亿份（截止至：2026年06月30日）,诺安基金,工商银行,左少逸,每份累计0.12元（4次）,0.60%（每年）,0.20%（每年）,0.10%（每年）,0.00%（前端）,沪深300指数收益率×60%+中证全债指数收益率×40%,该基金无跟踪标的,2015-11-18,混合型-灵活,2015-11-18,,沪深300指数收益率×60%+中证全债指数收益率×40%,诺安基金,工商银行,,,0.60%（每年）,0.20%（每年）,0.10%（每年）,,,,,,5.65,2015-11-18,混合型-灵活
2112,2112,德邦鑫星价值灵活配置混合型证券投资基金,德邦鑫星价值灵活配置混合C,002112（前端）基金类型混合型-灵活,混合型-灵活,2015年06月08日,2015年11月16日 / --,116.45亿元（截止至：2026年06月30日）份额规模17.9383亿份（截止至：2026年06月30日）,17.9383亿份（截止至：2026年06月30日）,德邦基金,交通银行,陆阳,每份累计0.15元（5次）,0.70%（每年）,0.15%（每年）,0.10%（每年）,---（前端）,一年期银行定期存款利率(税后),该基金无跟踪标的,2015-11-16,混合型-灵活,2015-11-16,,一年期银行定期存款利率(税后),德邦基金,交通银行,,,0.70%（每年）,0.15%（每年）,0.10%（每年）,,,,0.00%（前端）,1.50%（前端）,116.45,2015-11-16,混合型-灵活
2125,2125,广发新兴成长灵活配置混合型证券投资基金,广发新兴成长混合A,002125（前端）基金类型混合型-灵活,混合型-灵活,2017年08月14日,2017年09月15日 / 5.282亿份,14.14亿元（截止至：2026年06月30日）份额规模4.1413亿份（截止至：2026年06月30日）,4.1413亿份（截止至：2026年06月30日）,广发基金,建设银行,刘玉,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）天天基金优惠费率：0.12%（前端）,中证800成长指数收益率*75%+中债-综合全价(总值)指数收益率*20%+活期存款基准利率*5%,该基金无跟踪标的,2017-09-15,混合型-灵活,2017-09-15,,中证800成长指数收益率*75%+中债-综合全价(总值)指数收益率*20%+活期存款基准利率*5%,广发基金,建设银行,,,1.20%（每年）,0.20%（每年）,0.00%（每年）,,,,,,5.282,2017-09-15,混合型-灵活
